Experiment Name,Image Query Accuracy,Lidar Query Accuracy,Image Query Top-5 Accuracy,Lidar Query Top-5 Accuracy
sim_best_e4,44.145128901225014,31.27995853347472,82.32648333200967,49.0763063852088
