Experiment Name,Image Query Accuracy,Lidar Query Accuracy,Image Query Top-5 Accuracy,Lidar Query Top-5 Accuracy
sim_best_last,41.456956855743286,34.30415209421671,78.8622230928107,53.0923707494774
